text,term,polarity
The scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings,neutral
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",appetizers,love
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",salads,love
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",steak,love
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",pasta,love
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table,angry
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",served,angry
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",dishes,angry
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table,angry
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",served,angry
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",bill,angry
Service is top notch.,Service,love
The food now is inconsistent.,food,disappointed
"You can also special order any kind of dumpling,etc.",dumpling,approval
I was pretty much full after our fondue appetizer.,fondue appetizer,neutral
BE CAREFUL before you request extra spice.,spice,neutral
The octopus eaters were floored by the Octopus salad.,Octopus salad,joy
We thought that this place is using too much of MSG cooking in the foods.,foods,disgust
We thought that this place is using too much of MSG cooking in the foods.,MSG cooking,disgust
And the Tom Kha soup was pathetic.,Tom Kha soup,disgust
I started out with a Bombay beer which was big enough for two.,Bombay beer,approval
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor,joy
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",dining hall,approval
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths,approval
Service was quick.,Service,approval
Drawbacks: service is slow and they don't toast!,service,angry
Went there for an office lunch.,office lunch,neutral
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,sweet lassi,joy
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,lamb chettinad,joy
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,garlic naan,joy
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,rasamalai,disappointed
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",bistro fare,love
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",chef,love
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",food,love
The best thing I tasted were the lambchops.,lambchops,love
The spicy tuna and salmon are the best we've ever had.,spicy tuna,love
The spicy tuna and salmon are the best we've ever had.,salmon,love
"Even though its good seafood, the prices are too high.",seafood,approval
"Even though its good seafood, the prices are too high.",prices,disappointed
"In addition, the food is very good and the prices are reasonable.",food,approval
"In addition, the food is very good and the prices are reasonable.",prices,approval
"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",owners,joy
